Tipo_de_Punto,Lugar,Direccion,Residuos_Aceptados,Dias,Horarios,Latitud,Longitud
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 844,Reciclables,Lunes a Domingos,19:00 a 21:00,6355169.711,5440725.972
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 2494,Reciclables,Lunes a Domingos,19:00 a 21:00,6354778.143,5438415.285
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 2624,Reciclables,Lunes a Domingos,19:00 a 21:00,6354183.933,5438123.486
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 2997,Reciclables,Lunes a Domingos,19:00 a 21:00,6355994.131,5437999.802
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 19,Reciclables,Lunes a Domingos,19:00 a 21:00,6356221.2,5439631.535
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 59,Reciclables,Lunes a Domingos,19:00 a 21:00,6356379.328,5439146.639
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 782,Reciclables,Lunes a Domingos,19:00 a 21:00,6358075.926,5436103.727
Contenedor en vía pública,Metálico Naranja Lateral,CHACABUCO 1583,Reciclables,Lunes a Domingos,19:00 a 21:00,6353627.313,5441544.92
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 282,Reciclables,Lunes a Domingos,19:00 a 21:00,6357306.619,5436628.291
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 1325,Reciclables,Lunes a Domingos,19:00 a 21:00,6354432.546,5439265.084
Contenedor en vía pública,Metálico Naranja Lateral,ITUZAINGO 1012,Reciclables,Lunes a Domingos,19:00 a 21:00,6353365.638,5440123.054
Contenedor en vía pública,Metálico Naranja Lateral,PROVINCIAS UNIDAS 983,Reciclables,Lunes a Domingos,19:00 a 21:00,6355768.589,5433355.851
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 5885,Reciclables,Lunes a Domingos,19:00 a 21:00,6355638.036,5434238.503
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 5113,Reciclables,Lunes a Domingos,19:00 a 21:00,6355456.671,5435118.68
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 632,Reciclables,Lunes a Domingos,19:00 a 21:00,6357843.104,5436263.348
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 2767,Reciclables,Lunes a Domingos,19:00 a 21:00,6354339.806,5437963.606
Contenedor en vía pública,Metálico Naranja Lateral,OCAMPO 687,Reciclables,Lunes a Domingos,19:00 a 21:00,6352646.067,5440395.598
Contenedor en vía pública,Metálico Naranja Lateral,OCAMPO 1595,Reciclables,Lunes a Domingos,19:00 a 21:00,6352888.011,5439221.105
Contenedor en vía pública,Metálico Naranja Lateral,OCAMPO 1879,Reciclables,Lunes a Domingos,19:00 a 21:00,6352963.068,5438857.29
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 1510,Reciclables,Lunes a Domingos,19:00 a 21:00,6354229.793,5439090.842
Contenedor en vía pública,Metálico Naranja Lateral,PROVINCIAS UNIDAS 693,Reciclables,Lunes a Domingos,19:00 a 21:00,6356131.984,5433338.882
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 430,Reciclables,Lunes a Domingos,19:00 a 21:00,6357554.423,5436459.688
Contenedor en vía pública,Metálico Naranja Lateral,PASCO 991,Reciclables,Lunes a Domingos,19:00 a 21:00,6353488.783,5440173.317
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 3087,Reciclables,Lunes a Domingos,19:00 a 21:00,6355211.664,5437726.793
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 3349,Reciclables,Lunes a Domingos,19:00 a 21:00,6355281.833,5437386.868
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 361,Reciclables,Lunes a Domingos,19:00 a 21:00,6355565.211,5440310.338
Contenedor en vía pública,Metálico Naranja Lateral,PRIMERO DE MAYO 987,Reciclables,Lunes a Domingos,19:00 a 21:00,6354544.197,5441055.904
Contenedor en vía pública,Metálico Naranja Lateral,SALTA 1175,Reciclables,Lunes a Domingos,19:00 a 21:00,6355778.781,5440373.723
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 68,Reciclables,Lunes a Domingos,19:00 a 21:00,6353501.098,5441477.028
Contenedor en vía pública,Metálico Naranja Lateral,DORREGO MANUEL 714,Reciclables,Lunes a Domingos,19:00 a 21:00,6355324.775,5439316.258
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 3691,Reciclables,Lunes a Domingos,19:00 a 21:00,6354838.428,5436840.609
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO EUDORO 3973,Reciclables,Lunes a Domingos,19:00 a 21:00,6362715.932,5435584.428
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO EUDORO 4275,Reciclables,Lunes a Domingos,19:00 a 21:00,6363078.461,5435488.41
Contenedor en vía pública,Metálico Naranja Lateral,ALSINA ADOLFO 2116,Reciclables,Lunes a Domingos,19:00 a 21:00,6353982.998,5436387.142
Contenedor en vía pública,Metálico Naranja Lateral,CASTELLANOS AARON 2213,Reciclables,Lunes a Domingos,19:00 a 21:00,6353830.624,5436488.99
Contenedor en vía pública,Metálico Naranja Lateral,SAN LORENZO 3261,Reciclables,Lunes a Domingos,19:00 a 21:00,6355801.852,5437611.518
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 1177,Reciclables,Lunes a Domingos,19:00 a 21:00,6354733.325,5438808.86
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 4593,Reciclables,Lunes a Domingos,19:00 a 21:00,6355899.042,5435861.379
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 140,Reciclables,Lunes a Domingos,19:00 a 21:00,6355994.722,5439719.404
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 716,Reciclables,Lunes a Domingos,19:00 a 21:00,6355373.84,5439061.708
Contenedor en vía pública,Metálico Naranja Lateral,BALCARCE 175,Reciclables,Lunes a Domingos,19:00 a 21:00,6356502.081,5439294.103
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 365,Reciclables,Lunes a Domingos,19:00 a 21:00,6355619.22,5440047.333
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 953,Reciclables,Lunes a Domingos,19:00 a 21:00,6354860,5439891.972
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 1540,Reciclables,Lunes a Domingos,19:00 a 21:00,6354137.919,5439337.123
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 741,Reciclables,Lunes a Domingos,19:00 a 21:00,6355096.082,5440212.86
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 965,Reciclables,Lunes a Domingos,19:00 a 21:00,6354763.016,5440145.21
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 1053,Reciclables,Lunes a Domingos,19:00 a 21:00,6354677.216,5440326.693
Contenedor en vía pública,Metálico Naranja Lateral,ESPAÑA 1318,Reciclables,Lunes a Domingos,19:00 a 21:00,6354415.641,5439394.533
Contenedor en vía pública,Metálico Naranja Lateral,ITALIA 983,Reciclables,Lunes a Domingos,19:00 a 21:00,6354903.171,5439361.726
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 1385,Reciclables,Lunes a Domingos,19:00 a 21:00,6354200.739,5440029.33
Contenedor en vía pública,Metálico Naranja Lateral,PARAGUAY 1194,Reciclables,Lunes a Domingos,19:00 a 21:00,6354527.676,5439689.041
Contenedor en vía pública,Metálico Naranja Lateral,SARMIENTO DOMINGO FAUSTINO 1368,Reciclables,Lunes a Domingos,19:00 a 21:00,6354194.108,5440162.223
Contenedor en vía pública,Metálico Naranja Lateral,COLON CRISTOBAL 1522,Reciclables,Lunes a Domingos,19:00 a 21:00,6353747.91,5441304.4
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 1142,Reciclables,Lunes a Domingos,19:00 a 21:00,6354280.41,5441273.075
Contenedor en vía pública,Metálico Naranja Lateral,BUENOS AIRES 1177,Reciclables,Lunes a Domingos,19:00 a 21:00,6354341.321,5440725.244
Contenedor en vía pública,Metálico Naranja Lateral,RIOBAMBA 426,Reciclables,Lunes a Domingos,19:00 a 21:00,6352953.396,5440836.455
Contenedor en vía pública,Metálico Naranja Lateral,COCHABAMBA 1992,Reciclables,Lunes a Domingos,19:00 a 21:00,6353882.943,5438896.683
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 632,Reciclables,Lunes a Domingos,19:00 a 21:00,6353657.172,5440681.548
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 993,Reciclables,Lunes a Domingos,19:00 a 21:00,6353735.494,5440221.528
Contenedor en vía pública,Metálico Naranja Lateral,BELGRANO GRAL. MANUEL 2412,Reciclables,Lunes a Domingos,19:00 a 21:00,6352491.449,5441810.328
Contenedor en vía pública,Metálico Naranja Lateral,CERRITO 681,Reciclables,Lunes a Domingos,19:00 a 21:00,6353153.74,5440508.069
Contenedor en vía pública,Metálico Naranja Lateral,JUJUY 2710,Reciclables,Lunes a Domingos,19:00 a 21:00,6356310.819,5438449.618
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 2757,Reciclables,Lunes a Domingos,19:00 a 21:00,6354846.762,5438082.379
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 3397,Reciclables,Lunes a Domingos,19:00 a 21:00,6354505.099,5437162.292
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 87,Reciclables,Lunes a Domingos,19:00 a 21:00,6356035.381,5439862.45
Contenedor en vía pública,Metálico Naranja Lateral,LAGOS OVIDIO 2222,Reciclables,Lunes a Domingos,19:00 a 21:00,6353552.15,5437764.996
Contenedor en vía pública,Metálico Naranja Lateral,LAGOS OVIDIO 3131,Reciclables,Lunes a Domingos,19:00 a 21:00,6352398.273,5437553.696
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 3712,Reciclables,Lunes a Domingos,19:00 a 21:00,6351506.239,5438121.325
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 4446,Reciclables,Lunes a Domingos,19:00 a 21:00,6350553.413,5437925.107
Contenedor en vía pública,Metálico Naranja Lateral,VEINTISIETE DE FEBRERO 1993,Reciclables,Lunes a Domingos,19:00 a 21:00,6352857.09,5438685.283
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 4012,Reciclables,Lunes a Domingos,19:00 a 21:00,6351127.26,5438043.274
Contenedor en vía pública,Metálico Naranja Lateral,VEINTISIETE DE FEBRERO 1685,Reciclables,Lunes a Domingos,19:00 a 21:00,6352776.742,5439076.247
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 2926,Reciclables,Lunes a Domingos,19:00 a 21:00,6354263.286,5437738.67
Contenedor en vía pública,Metálico Naranja Lateral,PERON PTE. JUAN DOMINGO 3029,Reciclables,Lunes a Domingos,19:00 a 21:00,6353917.927,5437535.974
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 3632,Reciclables,Lunes a Domingos,19:00 a 21:00,6354448.431,5436840.971
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 6889,Reciclables,Lunes a Domingos,19:00 a 21:00,6355605.95,5433148.49
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 7609,Reciclables,Lunes a Domingos,19:00 a 21:00,6355569.292,5432213.097
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 3987,Reciclables,Lunes a Domingos,19:00 a 21:00,6355170.02,5436515.861
Contenedor en vía pública,Metálico Naranja Lateral,SAN JUAN 2916,Reciclables,Lunes a Domingos,19:00 a 21:00,6355043.336,5437913.563
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 6589,Reciclables,Lunes a Domingos,19:00 a 21:00,6355619.326,5433484.242
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 7195,Reciclables,Lunes a Domingos,19:00 a 21:00,6355592.91,5432821.228
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 4295,Reciclables,Lunes a Domingos,19:00 a 21:00,6355251.565,5436123.391
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 3679,Reciclables,Lunes a Domingos,19:00 a 21:00,6355088.985,5436908.428
Contenedor en vía pública,Metálico Naranja Lateral,SAN JUAN 3924,Reciclables,Lunes a Domingos,19:00 a 21:00,6355308.11,5436630.679
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 7883,Reciclables,Lunes a Domingos,19:00 a 21:00,6356780.906,5431564.223
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO EUDORO 3596,Reciclables,Lunes a Domingos,19:00 a 21:00,6362199.316,5435639.662
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 182,Reciclables,Lunes a Domingos,19:00 a 21:00,6357072.959,5436787.924
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 6553,Reciclables,Lunes a Domingos,19:00 a 21:00,6356380.2,5433503.158
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 3622,Reciclables,Lunes a Domingos,19:00 a 21:00,6355793.498,5437130.262
Contenedor en vía pública,Metálico Naranja Lateral,SANTA FE 3848,Reciclables,Lunes a Domingos,19:00 a 21:00,6355854.076,5436836.54
Contenedor en vía pública,Metálico Naranja Lateral,LAGOS OVIDIO 2825,Reciclables,Lunes a Domingos,19:00 a 21:00,6352783.732,5437630.201
Contenedor en vía pública,Metálico Naranja Lateral,BERUTI ANTONIO LUIS 2207,Reciclables,Lunes a Domingos,19:00 a 21:00,6352765.14,5441722.142
Contenedor en vía pública,Metálico Naranja Lateral,BELGRANO GRAL. MANUEL 2322,Reciclables,Lunes a Domingos,19:00 a 21:00,6352586.64,5441827.369
Contenedor en vía pública,Metálico Naranja Lateral,ROCA PTE. JULIO ARGENTINO 585,Reciclables,Lunes a Domingos,19:00 a 21:00,6355386.408,5439729.356
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 5679,Reciclables,Lunes a Domingos,19:00 a 21:00,6348771.21,5440564.797
Contenedor en vía pública,Metálico Naranja Lateral,URIBURU PTE. JOSE EVARISTO 1037,Reciclables,Lunes a Domingos,19:00 a 21:00,6350054.574,5439462.063
Contenedor en vía pública,Metálico Naranja Lateral,URIBURU PTE. JOSE EVARISTO 1329,Reciclables,Lunes a Domingos,19:00 a 21:00,6350034.125,5438994.106
Contenedor en vía pública,Metálico Naranja Lateral,URIBURU PTE. JOSE EVARISTO 1551,Reciclables,Lunes a Domingos,19:00 a 21:00,6350020.956,5438691.39
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 2489,Reciclables,Lunes a Domingos,19:00 a 21:00,6354522.835,5438370.451
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 2787,Reciclables,Lunes a Domingos,19:00 a 21:00,6354601.144,5437990.56
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 3035,Reciclables,Lunes a Domingos,19:00 a 21:00,6354665.444,5437678.643
Contenedor en vía pública,Metálico Naranja Lateral,NUEVE DE JULIO 3389,Reciclables,Lunes a Domingos,19:00 a 21:00,6354759.013,5437225.31
Contenedor en vía pública,Metálico Naranja Lateral,CERRITO 985,Reciclables,Lunes a Domingos,19:00 a 21:00,6353231.702,5440128.087
Contenedor en vía pública,Metálico Naranja Lateral,GUEMES MARTIN MIGUEL JUAN DE 2710,Reciclables,Lunes a Domingos,19:00 a 21:00,6356568.058,5438502.521
Contenedor en vía pública,Metálico Naranja Lateral,JUJUY 3008,Reciclables,Lunes a Domingos,19:00 a 21:00,6356388.702,5438070.909
Contenedor en vía pública,Metálico Naranja Lateral,LA PAZ 989,Reciclables,Lunes a Domingos,19:00 a 21:00,6352977.78,5440070.912
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 3085,Reciclables,Lunes a Domingos,19:00 a 21:00,6354931.258,5437672.481
Contenedor en vía pública,Metálico Naranja Lateral,MONTEVIDEO 3083,Reciclables,Lunes a Domingos,19:00 a 21:00,6354420.886,5437570.254
Contenedor en vía pública,Metálico Naranja Lateral,CATAMARCA 2723,Reciclables,Lunes a Domingos,19:00 a 21:00,6356053.802,5438377.372
Contenedor en vía pública,Metálico Naranja Lateral,MENDOZA 7831,Reciclables,Lunes a Domingos,19:00 a 21:00,6355550.916,5431722.25
Contenedor en vía pública,Metálico Naranja Lateral,ALSINA ADOLFO 1822,Reciclables,Lunes a Domingos,19:00 a 21:00,6354355.741,5436464.34
Contenedor en vía pública,Metálico Naranja Lateral,CASTELLANOS AARON 1931,Reciclables,Lunes a Domingos,19:00 a 21:00,6354189.709,5436563.355
Contenedor en vía pública,Metálico Naranja Lateral,CORRIENTES 1159,Reciclables,Lunes a Domingos,19:00 a 21:00,6354556.703,5439828.91
Contenedor en vía pública,Metálico Naranja Lateral,NECOCHEA GRAL. MARIANO 1589,Reciclables,Lunes a Domingos,19:00 a 21:00,6353644.637,5441414.092
Contenedor en vía pública,Metálico Naranja Lateral,TRES DE FEBRERO 2910,Reciclables,Lunes a Domingos,19:00 a 21:00,6354750.259,5437861.053
Contenedor en vía pública,Metálico Naranja Lateral,RIOJA 2922,Reciclables,Lunes a Domingos,19:00 a 21:00,6355332.402,5437962.512
Contenedor en vía pública,Metálico Naranja Lateral,ZEBALLOS DR. ESTANISLAO 3510,Reciclables,Lunes a Domingos,19:00 a 21:00,6354661.315,5437048.372
Contenedor en vía pública,Metálico Naranja Lateral,CRESPO GOBERNADOR DOMINGO 226,Reciclables,Lunes a Domingos,19:00 a 21:00,6356301.679,5437662.433
Contenedor en vía pública,Metálico Naranja Lateral,SAN LORENZO 3567,Reciclables,Lunes a Domingos,19:00 a 21:00,6355882.21,5437221.863
Contenedor en vía pública,Metálico Naranja Lateral,TRES DE FEBRERO 3214,Reciclables,Lunes a Domingos,19:00 a 21:00,6354829.865,5437475.243
Contenedor en vía pública,Metálico Naranja Lateral,ZEBALLOS DR. ESTANISLAO 3216,Reciclables,Lunes a Domingos,19:00 a 21:00,6354584.188,5437421.983
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 3451,Reciclables,Lunes a Domingos,19:00 a 21:00,6356112.715,5437423.152
Contenedor en vía pública,Metálico Naranja Lateral,SUIPACHA 218,Reciclables,Lunes a Domingos,19:00 a 21:00,6356233.773,5438046.565
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 3452,Reciclables,Lunes a Domingos,19:00 a 21:00,6351835.423,5438188.866
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 5312,Reciclables,Lunes a Domingos,19:00 a 21:00,6349153.545,5439389.072
Contenedor en vía pública,Metálico Naranja Lateral,URIBURU PTE. JOSE EVARISTO 712,Reciclables,Lunes a Domingos,19:00 a 21:00,6350087.442,5439836.061
Contenedor en vía pública,Metálico Naranja Lateral,SEGUI JUAN FRANCISCO 795,Reciclables,Lunes a Domingos,19:00 a 21:00,6351265.966,5439949.781
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 3912,Reciclables,Lunes a Domingos,19:00 a 21:00,6350915.576,5439700.387
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 4412,Reciclables,Lunes a Domingos,19:00 a 21:00,6350274.825,5439588.243
Contenedor en vía pública,Metálico Naranja Lateral,VEINTISIETE DE FEBRERO 404,Reciclables,Lunes a Domingos,19:00 a 21:00,6352446.845,5440763.165
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 2812,Reciclables,Lunes a Domingos,19:00 a 21:00,6352332.099,5439919.699
Contenedor en vía pública,Metálico Naranja Lateral,AYACUCHO BATALLA DE 5377,Reciclables,Lunes a Domingos,19:00 a 21:00,6349122.643,5440534.804
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 4610,Reciclables,Lunes a Domingos,19:00 a 21:00,6350048.806,5439546.488
Contenedor en vía pública,Metálico Naranja Lateral,VEINTISIETE DE FEBRERO 718,Reciclables,Lunes a Domingos,19:00 a 21:00,6352535.548,5440331.262
Contenedor en vía pública,Metálico Naranja Lateral,SAN MARTIN GRAL. JOSE 3010,Reciclables,Lunes a Domingos,19:00 a 21:00,6352079.74,5439868.13
Contenedor en vía pública,Metálico Naranja Lateral,RIVADAVIA BERNARDINO 2693,Reciclables,Lunes a Domingos,19:00 a 21:00,6356682.172,5438589.877
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 2387,Reciclables,Lunes a Domingos,19:00 a 21:00,6355833.852,5438776.171
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 2665,Reciclables,Lunes a Domingos,19:00 a 21:00,6355906.674,5438423.421
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 795,Reciclables,Lunes a Domingos,19:00 a 21:00,6355274.914,5438920.296
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 1357,Reciclables,Lunes a Domingos,19:00 a 21:00,6354495.038,5438759.819
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 957,Reciclables,Lunes a Domingos,19:00 a 21:00,6355047.838,5438873.587
Contenedor en vía pública,Metálico Naranja Lateral,BROWN ALMTE. GUILLERMO 2393,Reciclables,Lunes a Domingos,19:00 a 21:00,6356355.554,5438875.579
Contenedor en vía pública,Metálico Naranja Lateral,BROWN ALMTE. GUILLERMO 2689,Reciclables,Lunes a Domingos,19:00 a 21:00,6356433.155,5438499.33
Contenedor en vía pública,Metálico Naranja Lateral,CALLAO 227,Reciclables,Lunes a Domingos,19:00 a 21:00,6356142.233,5438426.025
Contenedor en vía pública,Metálico Naranja Lateral,RIVADAVIA BERNARDINO 2091,Reciclables,Lunes a Domingos,19:00 a 21:00,6356531.848,5439309.6
Contenedor en vía pública,Metálico Naranja Lateral,RIVADAVIA BERNARDINO 2333,Reciclables,Lunes a Domingos,19:00 a 21:00,6356596.321,5439006.776
Contenedor en vía pública,Metálico Naranja Lateral,WHEELWRIGHT GUILLERMO 1789,Reciclables,Lunes a Domingos,19:00 a 21:00,6356304.401,5439662.669
Contenedor en vía pública,Metálico Naranja Lateral,RIOJA 2306,Reciclables,Lunes a Domingos,19:00 a 21:00,6355170.011,5438750.31
Contenedor en vía pública,Metálico Naranja Lateral,SAN JUAN 2310,Reciclables,Lunes a Domingos,19:00 a 21:00,6354884.165,5438685.733
Contenedor en vía pública,Metálico Naranja Lateral,SAN LORENZO 2683,Reciclables,Lunes a Domingos,19:00 a 21:00,6355650.125,5438346.399
Contenedor en vía pública,Metálico Naranja Lateral,DE LA LIBERTAD 146,Reciclables,Lunes a Domingos,19:00 a 21:00,6354204.314,5441462.634
Contenedor en vía pública,Metálico Naranja Lateral,TRES DE FEBRERO 2612,Reciclables,Lunes a Domingos,19:00 a 21:00,6354671.933,5438241.006
Contenedor en vía pública,Metálico Naranja Lateral,RIOJA 2606,Reciclables,Lunes a Domingos,19:00 a 21:00,6355248.694,5438368.555
Contenedor en vía pública,Metálico Naranja Lateral,ALBERDI JUAN BAUTISTA 1012,Reciclables,Lunes a Domingos,19:00 a 21:00,6358309.995,5435943.069
Contenedor en vía pública,Metálico Naranja Lateral,PERON EVA 5061,Reciclables,Lunes a Domingos,19:00 a 21:00,6356030.666,5435220.95
Contenedor en vía pública,Metálico Naranja Lateral,CORDOBA 3635,Reciclables,Lunes a Domingos,19:00 a 21:00,6355647.638,5437082.018
Contenedor en vía pública,Metálico Naranja Lateral,CORDOBA 3933,Reciclables,Lunes a Domingos,19:00 a 21:00,6355725.893,5436702.957
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 2406,Reciclables,Lunes a Domingos,19:00 a 21:00,6355708.655,5438728.573
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 2704,Reciclables,Lunes a Domingos,19:00 a 21:00,6355786.705,5438350.159
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 3108,Reciclables,Lunes a Domingos,19:00 a 21:00,6355894.97,5437825.284
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 3314,Reciclables,Lunes a Domingos,19:00 a 21:00,6355947.111,5437572.48
Contenedor en vía pública,Metálico Naranja Lateral,CARRASCO EUDORO 2514,Reciclables,Lunes a Domingos,19:00 a 21:00,6361390.826,5435717.425
Contenedor en vía pública,Metálico Naranja Lateral,MITRE GENERAL BARTOLOME 1543,Reciclables,Lunes a Domingos,19:00 a 21:00,6353999.548,5439988.643
Contenedor en vía pública,Metálico Naranja Lateral,SAN LUIS 1235,Reciclables,Lunes a Domingos,19:00 a 21:00,6354724.209,5440095.329
Contenedor en vía pública,Metálico Naranja Lateral,PERON PTE. JUAN DOMINGO 3695,Reciclables,Lunes a Domingos,19:00 a 21:00,6353785.143,5436616.565
Contenedor en vía pública,Metálico Naranja Lateral,PERON PTE. JUAN DOMINGO 3937,Reciclables,Lunes a Domingos,19:00 a 21:00,6353737.649,5436287.504
Contenedor en vía pública,Metálico Naranja Lateral,URQUIZA GRAL. JUSTO JOSE 3612,Reciclables,Lunes a Domingos,19:00 a 21:00,6356025.298,5437193.364
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 4085,Reciclables,Lunes a Domingos,19:00 a 21:00,6356277.712,5436624.751
Contenedor en vía pública,Metálico Naranja Lateral,RIOJA 3858,Reciclables,Lunes a Domingos,19:00 a 21:00,6355578.081,5436772.157
Contenedor en vía pública,Metálico Naranja Lateral,SAN LORENZO 3839,Reciclables,Lunes a Domingos,19:00 a 21:00,6355954.182,5436872.904
Contenedor en vía pública,Metálico Naranja Lateral,TUCUMAN 3783,Reciclables,Lunes a Domingos,19:00 a 21:00,6356200.29,5436999.389
Contenedor en vía pública,Metálico Naranja Lateral,RIOBAMBA 122,Reciclables,Lunes a Domingos,19:00 a 21:00,6352872.876,5441229.319
Contenedor en vía pública,Metálico Naranja Lateral,SEGUI JUAN FRANCISCO 1312,Reciclables,Lunes a Domingos,19:00 a 21:00,6351422.081,5439306.335
Contenedor en vía pública,Metálico Naranja Lateral,ROSAS BRGD. JUAN MANUEL DE 1322,Reciclables,Lunes a Domingos,19:00 a 21:00,6354119.892,5440823.144
Contenedor en vía pública,Metálico Naranja Lateral,CERRITO 39,Reciclables,Lunes a Domingos,19:00 a 21:00,6352978.721,5441360.355
Contenedor en vía pública,Metálico Naranja Lateral,OROÑO NICASIO 3060,Reciclables,Lunes a Domingos,19:00 a 21:00,6352334.158,5438290.878
Contenedor en vía pública,Metálico Naranja Lateral,BELGRANO GRAL. MANUEL 652,Reciclables,Lunes a Domingos,19:00 a 21:00,6355045.955,5440959.911
Contenedor en vía pública,Metálico Naranja Lateral,CATAMARCA 2442,Reciclables,Lunes a Domingos,19:00 a 21:00,6355980.048,5438734.899
Contenedor en vía pública,Metálico Naranja Lateral,PELLEGRINI CARLOS 2330,Reciclables,Lunes a Domingos,19:00 a 21:00,6354106.877,5438497.512
Centro de Recepción - Desechos informáticos,Galpón Lavalle,Lavalle 3569,Desechos informáticos,Lunes a Viernes,09:00 a 15:00,-32.97145756,-60.68563873
Centro de Recepción - Desechos informáticos,Galpón Montevideo,Montevideo 2852,Desechos informáticos,Último sábado del mes,10:00 a 15:00,-32.95155191,-60.664473
